ORIG_INDEX,Unnamed: 0,Name,CAS,Year,Status,Is_a_Metabolite,Has_a_Metabolite,Route,VD(liter),Cl(liter/hour),t1/2(hour),PPB(percentage),F(percentage),Cmax,Cmax_unit,Tmax(hour),SMILES,ChEMBL_ID,pKa_acidic_cx,pKa_basic_cx,IonType,Tmax,Cmax_uM,log_t1/2(hour),log_VD(liter),log_Cl(liter/hour),log_Cmax_uM,logit_F(percentage),logit_PPB(percentage),log_Tmax,NAME_NORM,LogP,MW,BCS_Candidate
1039,1039,LAROTRECTINIB,1223403-58-4,2018,,,,ORAL ,48.0,98.0,2.9,70.0,34.0,1.84,MICROMOLAR,1,O=C(Nc1cnn2ccc(N3CCC[C@H]3c3cc(F)ccc3F)nc12)N1CC[C@@H](O)C1,CHEMBL3889654,10.94,0.7,Neutral,1.0,1.84,0.4623981476556482,1.6812412464233888,1.991226080124071,0.264818059039082,-0.2880650184996136,0.3679767852945944,4.3429426472042774e-07,LAROTRECTINIB,2.9475000000000016,428.44300000000015,Class I/III (High Solubility)
1040,1040,MOXIDECTIN,113507-06-5,2018,,,,ORAL ,2421.0,3.5,784.0,,,92.1,NANOMOLAR,4,CO/N=C1\C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C,CHEMBL2104415,12.55,2.81,Neutral,4.0,0.0921,2.894316063238385,3.383994789621119,0.5440681684343956,-1.0357356543620633,,,0.6020600999015693,MOXIDECTIN,5.728900000000007,639.8300000000002,Class IV (Low Sol/Low Perm)
1041,1041,LORLATINIB,1454846-35-5,2018,,,,ORAL ,305.0,11.0,24.0,66.0,81.0,1.42,MICROMOLAR,1.2,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,CHEMBL3286830,,5.71,Neutral,1.2,1.42,1.3802112598072092,2.484299840770702,1.0413927246395398,0.1522886502241331,0.6297314179258209,0.2880650184996135,0.0791816079595422,LORLATINIB,2.8006800000000016,406.4210000000001,Class I/III (High Solubility)
1042,1042,RIFAMYCIN,6998-60-3,2018,,,,ORAL ,,,,80.0,0.1,12.5,NANOMOLAR,6,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)C=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,CHEMBL437765,7.09,,Anionic,6.0,0.0125,,,,-1.9030552448230595,-2.9995654882259823,0.6020599913279624,0.7781513227660513,RIFAMYCIN,3.630320000000003,695.7620000000003,Class I/III (High Solubility)
1043,1043,LUSUTROMBOPAG,1110766-97-6,2018,,,,ORAL ,39.5,1.1,27.0,99.9,,187.7,NANOMOLAR,7,CCCCCCO[C@@H](C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(/C=C(\C)C(=O)O)c(Cl)c3)n2)c1OC,CHEMBL2107831,3.02,,Anionic,7.0,0.1877,1.4313637802439678,1.596597106621257,0.0413930799712109,-0.7265334136156008,,2.999565488226007,0.8450981020563213,LUSUTROMBOPAG,8.523600000000004,591.5570000000001,Class IV (Low Sol/Low Perm)
1044,1044,DUVELISIB,1201438-56-3,2018,,,,ORAL ,28.5,4.2,4.7,98.0,42.0,3.6,MICROMOLAR,1.5,C[C@@H](Nc1ncnc2[nH]cnc12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,CHEMBL3039502,10.2,3.42,Neutral,1.5,3.6,0.6720979503387889,1.4548448752469127,0.6232493938013363,0.5563026214046266,-0.1401787031650368,1.6901960800285136,0.1760915485852393,DUVELISIB,4.483500000000002,416.8720000000002,Class I/III (High Solubility)
1045,1045,IVOSIDENIB,1448347-49-6,2018,,,,ORAL ,234.0,4.3,93.0,94.0,,7.7,MICROMOLAR,3,N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,CHEMBL3989958,12.14,1.81,Neutral,3.0,7.7,1.968482953223768,2.3692158592661023,0.6334685565782915,0.886490781574359,,1.194976603216055,0.4771213994844656,IVOSIDENIB,4.324580000000004,582.9700000000001,Class I/III (High Solubility)
1046,1046,SOLRIAMFETOL,178429-62-4,2019,,,,ORAL ,199.0,19.5,7.1,16.3,95.0,,,2,NC(=O)OC[C@H](N)Cc1ccccc1,CHEMBL4297620,,9.08,Cationic,2.0,,0.8512584098873078,2.298853078592091,1.2900346336340294,,1.2787536009528289,-0.7105378535893021,0.3010302128111679,SOLRIAMFETOL,0.6517000000000001,194.23400000000004,Class I/III (High Solubility)
1047,1047,DACOMITINIB,1110813-31-4,2018,,,,ORAL ,1889.0,24.9,70.0,98.0,80.0,230,NANOMOLAR,6 ;,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1.O,CHEMBL2105719,12.5,8.55,Cationic,6.0,0.23,1.845098046218464,3.2762319581517407,1.3961993645372814,-0.6382702757496341,0.6020599913279624,1.6901960800285136,0.7781513227660513,DACOMITINIB,4.3304000000000045,487.9630000000004,Class I/III (High Solubility)
1048,1048,GILTERITINIB,1254053-43-4,2018,,,,ORAL ,1092.0,14.85,113.0,94.0,,0.67,MICROMOLAR,5,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,CHEMBL3301622,,8.41,Cationic,5.0,0.67,2.0530784473267336,3.038222638766424,1.1717264828986498,-0.1739245490989379,,1.194976603216055,0.6989700911949065,GILTERITINIB,2.6972000000000014,552.7240000000003,Class I/III (High Solubility)
1049,1049,TALAZOPARIB,1207456-01-6,2018,,,,ORAL ,420.0,6.45,90.0,74.0,,43,NANOMOLAR,1.5 ;,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,CHEMBL3137320,9.48,1.45,Neutral,1.5,0.043,1.954242514264819,2.623249291431935,0.8095597819677404,-1.36652144466618,,0.4542583717601582,0.1760915485852393,TALAZOPARIB,2.6285000000000007,380.35800000000006,Class I/III (High Solubility)
1050,1050,TAFAMIDIS,594839-88-0,2019,,,,ORAL ,18.5,0.263,49.0,99.0,,,,4 ;,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,CHEMBL2103837,3.6,,Anionic,4.0,,1.6901960888916665,1.2671717518783905,-0.5800426002035644,,,1.99563519459755,0.6020600999015693,TAFAMIDIS,4.4998000000000005,308.12000000000006,Class I/III (High Solubility)
1051,1051,ERDAFITINIB,1346242-81-6,2019,,,,ORAL ,29.0,0.362,59.0,99.8,,3.1,MICROMOLAR,2.5,COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,CHEMBL3545376,,9.72,Cationic,2.5,3.1,1.7708520190030674,1.4623980128746277,-0.4412902297599778,0.4913618339292442,,2.6981005456233835,0.3979401823897956,ERDAFITINIB,4.183600000000003,446.5550000000001,Class I/III (High Solubility)
1052,1052,ALPELISIB,1217486-61-7,2019,,,,ORAL ,114.0,9.2,8.5,89.0,,5.6,MICROMOLAR,3 ;,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,CHEMBL2396661,7.79,2.81,Neutral,3.0,5.6,0.9294189768077582,2.0569048551460734,0.9637878745514746,0.7481881045587795,,0.9079973214866878,0.4771213994844656,ALPELISIB,3.835020000000002,441.4790000000001,Class I/III (High Solubility)
1053,1053,ISTRADEFYLLINE,155270-99-8,2019,,,,ORAL ,557.0,4.6,83.0,98.0,,,,4,CCn1c(=O)c2[nH]c(/C=C/c3ccc(OC)c(OC)c3)nc2n(CC)c1=O,CHEMBL431770,,,Neutral,4.0,,1.919078097608537,2.745855195953432,0.6627579260934077,,,1.6901960800285136,0.6020600999015693,ISTRADEFYLLINE,2.1137,370.40900000000016,Class I/III (High Solubility)
1054,1054,LUMATEPERONE,313368-91-1,2019,,,,ORAL ,266.5,27.9,18.0,97.4,4.4,,,1.5 ;,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12,CHEMBL3306803,,8.47,Cationic,1.5,,1.2552725292307767,2.425697214992214,1.4456042188397078,,-1.3370052157899126,1.5735856089077986,0.1760915485852393,LUMATEPERONE,3.916500000000004,393.5060000000001,Class I/III (High Solubility)
1055,1055,OZANIMOD,1306760-87-1,2020,,, 1937  1938  1939 ,ORAL ,5590.0,192.0,21.0,98.2,,0.6,NANOMOLAR,7,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N,CHEMBL3707247,,8.96,Cationic,7.0,0.0006,1.3222193154146085,3.7474118079641143,2.2833012309655,-3.2211255279972604,,1.7368389826836443,0.8450981020563213,OZANIMOD,3.631680000000002,404.4700000000001,Class I/III (High Solubility)
1056,1056,PITOLISANT,362665-56-3,2019,,,,ORAL ,700.0,43.9,20.0,93.5,90.0,247,NANOMOLAR,3.5,Cl.Clc1ccc(CCCOCCCN2CCCCC2)cc1,CHEMBL462605,,9.67,Cationic,3.5,0.247,1.3010300173787048,2.845098040634677,1.642464530134934,-0.6073012884666389,0.9542425094393248,1.1578982542296623,0.5440681684343956,PITOLISANT,4.587000000000004,332.31500000000005,Class I/III (High Solubility)
1057,1057,LASMIDITAN,439239-90-4,2020,,,,ORAL ,,,5.7,57.5,,,,1.8,CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1,CHEMBL3039520,12.23,7.99,Cationic,1.8,,0.7558749318644991,,,,,0.1312789146393189,0.2552727463779512,LASMIDITAN,3.2757000000000014,377.3660000000001,Class I/III (High Solubility)
1058,1058,BEMPEDOIC ACID,738606-46-7,2020,,,,ORAL ,18.0,0.68,21.0,99.3,,59.8,MICROMOLAR,3.5,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(=O)O)C(=O)O,CHEMBL3545313,4.44,,Anionic,3.5,59.8,1.3222193154146085,1.2552725292307767,-0.1674904486258775,1.7767011912508603,,2.1518512084811223,0.5440681684343956,BEMPEDOICACID,4.469900000000003,344.492,Class I/III (High Solubility)
1059,1059,LEFAMULIN,1061337-51-6,2019,,,,ORAL INTRAVENOUS ,86.1,11.9,8.0,94.8,25.0,7,MICROMOLAR,1.4 ;,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,CHEMBL3291398,,10.08,Cationic,1.4,7.0,0.9030900412787504,1.9350031564977253,1.0755469978878638,0.8450981020563213,-0.4771212547196624,1.2608049937032668,0.1461283458884714,LEFAMULIN,3.866800000000004,507.7370000000003,Class I/III (High Solubility)
1060,1060,UPADACITINIB,1310726-60-3,2019,,,,ORAL ,,,11.0,52.0,,,,3,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,CHEMBL3622821,13.99,4.11,Neutral,3.0,,1.0413927246395398,,,,,0.0347621062592119,0.4771213994844656,UPADACITINIB,2.9079000000000006,380.374,Class I/III (High Solubility)
1061,1061,TAZEMETOSTAT,1403254-99-8,2020,,,,ORAL ,1230.0,274.0,3.1,88.0,33.0,1.45,MICROMOLAR,1.5,Br.CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,CHEMBL3414621,11.64,7.19,Neutral,1.5,1.45,0.4913618339292442,3.0899051117924827,2.4377505644054045,0.1613683017483073,-0.307560862822939,0.8653014261025438,0.1760915485852393,TAZEMETOSTAT,5.312560000000005,653.662,Class IV (Low Sol/Low Perm)
1062,1062,UBROGEPANT,1374248-77-7,2019,,,,ORAL ,350.0,87.0,6.0,87.0,,,,1.5,C[C@@H]1[C@H](c2ccccc2)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,CHEMBL2364638,11.74,3.83,Neutral,1.5,,0.7781513227660513,2.544068045591117,1.9395192576105087,,,0.8255759003117817,0.1760915485852393,UBROGEPANT,3.5306000000000024,549.5530000000003,Class I/III (High Solubility)
1063,1063,TENAPANOR,1234423-95-0,2019,,,,ORAL ,,,,99.0,,,,,CN1Cc2c(Cl)cc(Cl)cc2[C@H](c2cccc(S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)c3cccc([C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc54)c3)c2)C1,CHEMBL3304485,,,Neutral,,,,,,,,1.99563519459755,,TENAPANOR,6.156600000000009,1145.0699999999997,Class IV (Low Sol/Low Perm)
1064,1064,PEXIDARTINIB,1029044-16-3,2019,,,,ORAL ,187.0,5.1,26.6,99.0,,20.6,MICROMOLAR,2.5,Cl.FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,CHEMBL3813873,,6.76,Neutral,2.5,20.6,1.424881652957927,2.2718416088589293,0.7075702612537088,1.3138672414514094,,1.99563519459755,0.3979401823897956,PEXIDARTINIB,5.649800000000004,454.2830000000001,Class II (Low Sol/High Perm)
1065,1065,DIROXIMEL,1577222-14-0,2019,,, 1624 ,ORAL ,,,,,,,,,COC(=O)/C=C/C(=O)OCCN1C(=O)CCC1=O,CHEMBL3989944,,,Neutral,,,,,,,,,,DIROXIMEL,-0.592200000000001,255.2259999999999,Class I/III (High Solubility)
1066,1066,LEMBOREXANT,1369764-02-2,2020,,,,ORAL ,1970.0,,19.0,94.0,,,,2,Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1,CHEMBL3545367,12.12,3.15,Neutral,2.0,,1.278753623810433,3.2944662263820472,,,,1.194976603216055,0.3010302128111679,LEMBOREXANT,3.742040000000002,410.4240000000001,Class I/III (High Solubility)
1067,1067,DAROLUTAMIDE,1297538-32-9,2019,,, 1956 ,ORAL ,119.0,6.96,20.0,92.0,30.0,12,MICROMOLAR,4,CC(O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1,CHEMBL4297185,9.81,2.37,Neutral,4.0,12.0,1.3010300173787048,2.075546965042064,0.84260930200919,1.07918128223883,-0.3679767852945944,1.0606978403536116,0.6020600999015693,DAROLUTAMIDE,2.67008,398.854,Class I/III (High Solubility)
1068,1068,FENFLURAMINE,458-24-2,2020,,, 1959  1960 ,ORAL ,773.5,24.8,20.0,50.0,71.0,294.2,NANOMOLAR,4.5 ;,CCNC(C)Cc1cccc(C(F)(F)F)c1.Cl,CHEMBL87493,,10.22,Cationic,4.5,0.2942,1.3010300173787048,2.888460318596853,1.39445169833809,-0.5313558554230917,0.3888603508201191,0.0,0.6532126102852178,FENFLURAMINE,3.667700000000003,267.7219999999999,Class I/III (High Solubility)
1069,1069,ELEXACAFTOR,2216712-66-0,2019,,,,ORAL ,53.7,1.18,29.8,99.0,80.0,14.6,MICROMOLAR,6,Cc1nn(C)cc1S(=O)(=O)NC(=O)c1ccc(-n2ccc(OCC(C)(C)C(F)(F)F)n2)nc1N1C[C@@H](C)CC1(C)C,CHEMBL4298128,4.1,2.09,Anionic,6.0,14.6,1.4742162786498954,1.729974293786976,0.0718823753521404,1.1643528855306335,0.6020599913279624,1.99563519459755,0.7781513227660513,ELEXACAFTOR,4.020020000000003,597.664,Class I/III (High Solubility)
1070,1070,SELINEXOR,1393477-72-9,2019,,,,ORAL ,125.0,17.9,7.0,95.0,,1.53,MICROMOLAR,4 ;,O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1,CHEMBL3545185,12.17,1.22,Neutral,4.0,1.53,0.8450981020563213,2.096910016482412,1.252853055242154,0.1846917146701086,,1.2787536009528289,0.6020600999015693,SELINEXOR,3.386700000000001,443.311,Class I/III (High Solubility)
1071,1071,FEDRATINIB,936091-26-8,2019,,,,ORAL ,1770.0,13.0,114.0,92.0,,3.44,MICROMOLAR,3,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1.Cl.Cl.O,CHEMBL1287853,10.21,9.0,Cationic,3.0,3.44,2.0569048551460734,3.2479732666071706,1.1139433857141032,0.5365585688199077,,1.0606978403536116,0.4771213994844656,FEDRATINIB,4.842520000000008,615.6280000000002,Class I/III (High Solubility)
1072,1072,OPICAPONE,923287-50-7,2020,,,,ORAL ,,,1.5,99.0,,,,2,Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1,CHEMBL1089318,6.12,,Anionic,2.0,,0.1760915485852393,,,,,1.99563519459755,0.3010302128111679,OPICAPONE,3.2800400000000014,413.1730000000002,Class I/III (High Solubility)
1073,1073,CEDAZURIDINE,1141397-80-9,2020,,,,ORAL ,296.0,30.3,6.7,64.0,20.0,1.39,MICROMOLAR,3 ;,O=C1N[C@H](O)CCN1[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,CHEMBL3237547,11.0,,Neutral,3.0,1.39,0.8260748675208935,2.471291712526149,1.481442642835456,0.1430151126960559,-0.6020599913279624,0.2498774732165999,0.4771213994844656,CEDAZURIDINE,-1.5664999999999996,268.216,Class I/III (High Solubility)
1074,1074,AVAPRITINIB,1703793-34-3,2020,,,,ORAL ,1200.0,19.5,44.5,98.8,,1.63,MICROMOLAR,3,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,CHEMBL4204794,,8.52,Cationic,3.0,1.63,1.648360020740358,3.079181246409537,1.2900346336340294,0.2121878708422084,,1.9155756985400023,0.4771213994844656,AVAPRITINIB,2.6077000000000004,498.57000000000016,Class I/III (High Solubility)
1075,1075,ENTRECTINIB,1108743-60-7,2019,,, 1970 ,ORAL ,551.0,19.6,20.0,99.0,,3.13,MICROMOLAR,5 ;,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,CHEMBL1983268,12.4,7.78,Cationic,5.0,3.13,1.3010300173787048,2.7411515996399785,1.2922560935143572,0.4955444762986569,,1.99563519459755,0.6989700911949065,ENTRECTINIB,5.026900000000005,560.6490000000001,Class IV (Low Sol/Low Perm)
1076,1076,RIMEGEPANT,1289023-67-1,2020,,,,ORAL ,120.0,,11.0,96.0,64.0,,,1.5,N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F.N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F.O.O.O.O=S(=O)(O)O,CHEMBL2178422,10.7,8.95,Cationic,1.5,,1.0413927246395398,2.0791812496667457,,,0.2498774732165999,1.380211241711606,0.1760915485852393,RIMEGEPANT,5.85310000000001,1221.258,Class IV (Low Sol/Low Perm)
1077,1077,OSILODROSTAT,928134-65-0,2020,,,,ORAL ,100.0,,4.0,36.4,,,,1 ;,N#Cc1ccc([C@H]2CCc3cncn32)c(F)c1.O=P(O)(O)O,CHEMBL3099695,,6.85,Neutral,1.0,,0.6020600999015693,2.0000000043429447,,,,-0.2423557319993579,4.3429426472042774e-07,OSILODROSTAT,1.50088,325.236,Class I/III (High Solubility)
1078,1078,CENOBAMATE,913088-80-9,2020,,,,ORAL ,45.0,0.54,55.0,60.0,88.0,,,2.5,NC(=O)O[C@@H](Cn1ncnn1)c1ccccc1Cl,CHEMBL3989949,,,Neutral,2.5,,1.740362697390507,1.653212523426332,-0.2676054359287355,,0.8653014261025438,0.1760912590556812,0.3979401823897956,CENOBAMATE,1.1630999999999994,267.67600000000004,Class I/III (High Solubility)
1079,1079,PRETOMANID,187235-37-6,2019,,,,ORAL ,97.0,3.9,17.4,86.4,,5.5,MICROMOLAR,5 ;,O=[N+]([O-])c1cn2c(n1)OC[C@H](OCc1ccc(C(F)(F)F)cc1)C2,CHEMBL227875,,,Neutral,5.0,5.5,1.240549273242052,1.9867717387435075,0.5910647183840444,0.7403627684568698,,0.802974834108676,0.6989700911949065,PRETOMANID,2.7879000000000014,343.261,Class I/III (High Solubility)
1080,1080,FOSTEMSAVIR,864953-29-7,2020,,, 1977 ,ORAL ,,,,,,,,,COc1cnc(-n2cnc(C)n2)c2c1c(C(=O)C(=O)N1CCN(C(=O)c3ccccc3)CC1)cn2COP(=O)(O)O,CHEMBL3301594,1.75,0.97,Anionic,,,,,,,,,,FOSTEMSAVIR,1.1681199999999994,583.4980000000005,Class I/III (High Solubility)
1081,1081,VOXELOTOR,1446321-46-5,2019,,,,ORAL ,338.0,6.7,35.5,99.8,,11.3,MILLIMOLAR,2,CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O,CHEMBL4101807,8.46,3.41,Neutral,2.0,,1.5502283652887412,2.5289167015625496,0.8260748675208935,,,2.6981005456233835,0.3010302128111679,VOXELOTOR,3.623100000000002,337.379,Class I/III (High Solubility)
1082,1082,ZANUBRUTINIB,1691249-45-2,2019,,,,ORAL ,881.0,182.0,3.0,94.0,,1.15,MICROMOLAR,2,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,CHEMBL3936761,13.81,2.68,Neutral,2.0,1.15,0.4771213994844656,2.944975908905004,2.260071390371308,0.0606982180008229,,1.194976603216055,0.3010302128111679,ZANUBRUTINIB,4.222600000000003,471.5610000000002,Class I/III (High Solubility)
1083,1083,SELPERCATINIB,2152628-33-4,2020,,,,ORAL ,191.0,6.0,32.0,97.0,73.0,5.6,MICROMOLAR,2,COc1ccc(CN2[C@@H]3C[C@H]2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,CHEMBL4559134,,6.28,Neutral,2.0,5.6,1.5051499918916085,2.281033369521521,0.7781513227660513,0.7481881045587795,0.4319590959614686,1.5096504795465824,0.3010302128111679,SELPERCATINIB,3.2843800000000023,525.6130000000003,Class I/III (High Solubility)
1084,1084,TUCATINIB,937263-43-9,2020,,,,ORAL ,1670.0,148.0,8.5,97.1,,,,2 ;,Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,CHEMBL3989868,,4.57,Neutral,2.0,,0.9294189768077582,3.22271647140764,2.1702617183293795,,,1.524821232009048,0.3010302128111679,TUCATINIB,5.093520000000003,480.53200000000027,Class II (Low Sol/High Perm)
1085,1085,CAPMATINIB,1029712-80-8,2020,,,,ORAL ,164.0,24.0,6.5,96.0,70.0,,,1.5,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F.Cl.Cl.O,CHEMBL3188267,12.77,4.55,Neutral,1.5,,0.8129134234573862,2.214843850695835,1.3802112598072092,,0.3679767852945944,1.380211241711606,0.1760915485852393,CAPMATINIB,3.447900000000004,503.3650000000001,Class I/III (High Solubility)
1086,1086,TRIHEPTANOIN,620-67-7,2020,,, 1985 ,ORAL ,,,,,,,, ;,CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC,CHEMBL4297585,,,Neutral,,,,,,,,,,TRIHEPTANOIN,5.895800000000007,428.6100000000004,Class II (Low Sol/High Perm)
1087,1087,PEMIGATINIB,1513857-77-6,2020,,,,ORAL ,235.0,10.6,15.4,90.6,,236,NANOMOLAR,1.13 ;,CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21,CHEMBL4297522,13.88,5.9,Neutral,1.13,0.236,1.1875207490374025,2.371067864119798,1.0253059062359458,-0.6270861568029367,,0.984000344077114,0.0530788278146495,PEMIGATINIB,3.6570000000000022,487.5070000000004,Class I/III (High Solubility)
1088,1088,SELUMETINIB,606143-52-6,2020,,, 1989 ,ORAL ,171.0,8.8,6.2,98.4,62.0,1.74,MICROMOLAR,1.25,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21.O=S(=O)(O)O,CHEMBL1614701,10.26,5.07,Neutral,1.25,1.74,0.7923917595457454,2.232996112931888,0.9444827215018116,0.2405494978770578,0.2126080928814437,1.7888751157754184,0.0969103604435029,SELUMETINIB,2.8728000000000007,555.7660000000004,Class I/III (High Solubility)
1089,1089,RIPRETINIB,1442472-39-0,2020,,, 1991 ,ORAL ,307.0,15.3,14.8,99.8,,1.49,MICROMOLAR,4,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,CHEMBL4216467,10.34,5.85,Neutral,4.0,1.49,1.170261744739178,2.4871383768918265,1.184691459202858,0.1731865598849828,,2.6981005456233835,0.6020600999015693,RIPRETINIB,5.670700000000004,510.3670000000001,Class IV (Low Sol/Low Perm)
1090,1090,VILOXAZINE,46817-91-8,2021,,,,ORAL ,,,7.02,79.0,88.0,,,5,CCOc1ccccc1OCC1CNCCO1.Cl,CHEMBL306700,,8.19,Cationic,5.0,,0.8463371739951117,,,,0.8653014261025438,0.5754077965565222,0.6989700911949065,VILOXAZINE,1.8742999999999996,273.75999999999993,Class I/III (High Solubility)
1091,1091,CABOTEGRAVIR,1051375-10-0,2021,,,,ORAL INTRAMUSCULAR ,,,41.0,99.8,,19.7,MICROMOLAR,3,C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N12.[Na+],CHEMBL2403238,10.04,,Neutral,3.0,19.7,1.6127838673122836,,,1.2944662482069975,,2.6981005456233835,0.4771213994844656,CABOTEGRAVIR,-2.6652999999999967,427.33900000000017,Class I/III (High Solubility)
1092,1092,TIVOZANIB,475108-18-0,2021,,,,ORAL ,123.0,0.75,111.0,99.0,,191,NANOMOLAR,10,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,CHEMBL1289494,8.27,5.89,Neutral,10.0,0.191,2.0453229826992203,2.0899051149702474,-0.1249381575493767,-0.7189643589651258,,1.99563519459755,1.000000043429446,TIVOZANIB,5.6381200000000025,454.8700000000003,Class II (Low Sol/High Perm)
1093,1093,SERDEXMETHYLPHENIDATE,1996626-29-9,2021,,, 1427 ,ORAL ,1904.5,234.0,5.7,56.0,3.0,,,2,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1C(=O)OC[n+]1cccc(C(=O)N[C@@H](CO)C(=O)O)c1.[Cl-],CHEMBL4301162,2.56,,Anionic,2.0,,0.7558749318644991,3.279780977225001,2.3692158592661023,,-1.5096504795465824,0.1047353505200129,0.3010302128111679,SERDEXMETHYLPHENIDATE,-1.9411999999999947,535.9810000000002,Class I/III (High Solubility)
